STUSPS	NAME	INTPTLONG	INTPTLAT
MO	Rosebud city	-91.402961	38.384762
MO	Rosendale city	-94.823239	40.040696
MO	Rothville village	-93.061105	39.654745
MO	Rush Hill village	-91.725162	39.210012
MO	Rushville town	-95.022736	39.587753
MO	Russellville city	-92.438506	38.512762
MO	Rutledge town	-92.087587	40.313983
MO	Saddlebrooke village	-93.197691	36.827073
MO	Saginaw village	-94.474721	37.027858
MO	St. Ann city	-90.387102	38.726636
MO	St. Charles city	-90.515364	38.795702
MO	St. Clair city	-90.987401	38.348942
MO	St. Cloud village	-91.212759	38.173189
MO	Ste. Genevieve city	-90.049792	37.975034
MO	St. Elizabeth village	-92.266577	38.255874
MO	St. George city	-90.313204	38.537184
MO	St. James city	-91.613372	38.002357
MO	St. John city	-90.346265	38.714841
MO	St. Joseph city	-94.821142	39.75969
MO	St. Louis city	-90.244582	38.635699
MO	St. Martins city	-92.331351	38.595904
MO	St. Mary city	-89.949659	37.873824
MO	St. Paul city	-90.740945	38.846346
MO	St. Peters city	-90.605075	38.78352
MO	St. Robert city	-92.149948	37.823337
MO	St. Thomas town	-92.216002	38.367049
MO	Salem city	-91.534686	37.639863
MO	Salisbury city	-92.802529	39.423275
MO	Sarcoxie city	-94.122513	37.067526
MO	Savannah city	-94.826592	39.938773
MO	Schell City city	-94.116772	38.019149
MO	Scotsdale town	-90.590824	38.391205
MO	Scott City city	-89.538594	37.223658
MO	Sedalia city	-93.23463	38.703971
MO	Sedgewickville village	-89.906019	37.514614
MO	Seligman city	-93.938989	36.523399
MO	Senath city	-90.161358	36.134005
MO	Seneca city	-94.609244	36.844515
MO	Seymour city	-92.768756	37.148305
MO	Shelbina city	-92.039644	39.69302
MO	Shelbyville city	-92.039887	39.807328
MO	Sheldon city	-94.295713	37.658356
MO	Sheridan town	-94.614602	40.517175
MO	Shoal Creek Drive village	-94.522924	37.037052
MO	Shoal Creek Estates village	-94.493404	37.01734
MO	Shrewsbury city	-90.328124	38.586608
MO	Sibley village	-94.200871	39.17589
MO	Sikeston city	-89.586886	36.888587
MO	Silex village	-91.056734	39.125195
MO	Silver Creek village	-94.469492	37.038718
MO	Skidmore city	-95.079519	40.287883
MO	Slater city	-93.065347	39.223279
MO	Smithton city	-93.0924	38.680728
MO	Smithville city	-94.570736	39.397098
MO	South Gifford village	-92.684951	40.027477
MO	South Gorin town	-92.02543	40.358515
MO	South Greenfield village	-93.842953	37.374869
MO	South Lineville town	-93.524074	40.578565
MO	Southwest City town	-94.60747	36.517294
MO	Sparta city	-93.084355	37.001749
MO	Spickard city	-93.59224	40.24316
MO	Springfield city	-93.291305	37.194152
MO	Stanberry city	-94.538093	40.216583
MO	Stark City town	-94.186432	36.862587
MO	Steele city	-89.862102	36.09479
MO	Steelville city	-91.354581	37.969608
MO	Stella town	-94.190365	36.762666
MO	Stewartsville city	-94.498933	39.756453
MO	Stockton city	-93.795886	37.696889
MO	Stotesbury town	-94.564908	37.974514
MO	Stotts City city	-93.948284	37.10178
MO	Stoutland city	-92.516978	37.813205
MO	Stoutsville village	-91.858063	39.547906
MO	Stover city	-92.990138	38.441813
MO	Strafford city	-93.119692	37.269623
MO	Strasburg city	-94.164837	38.759888
MO	Sturgeon city	-92.282484	39.234407
MO	Sugar Creek city	-94.408549	39.139548
MO	Sullivan city	-91.163764	38.212198
MO	Summersville city	-91.657691	37.178547
MO	Sumner town	-93.243431	39.656058
MO	Sunrise Beach village	-92.782133	38.16857
MO	Sunset Hills city	-90.409285	38.531246
MO	Sweet Springs city	-93.416504	38.964279
MO	Sycamore Hills village	-90.348968	38.701327
MO	Syracuse city	-92.876329	38.669568
MO	Tallapoosa city	-89.817001	36.50606
MO	Taneyville village	-93.035185	36.738013
MO	Taos city	-92.079453	38.495875
MO	Tarkio city	-95.383516	40.442988
MO	Tarrants village	-91.183704	39.357609
MO	Thayer city	-91.540781	36.52236
MO	Theodosia village	-92.662789	36.580333
MO	Three Creeks village	-90.992736	38.573008
MO	Tightwad village	-93.542298	38.305763
MO	Tina village	-93.441318	39.537885
MO	Tindall town	-93.609654	40.160878
MO	Tipton city	-92.781266	38.65506
MO	Town and Country city	-90.479011	38.631733
MO	Tracy city	-94.792066	39.378008
MO	Trenton city	-93.602387	40.081255
MO	Trimble city	-94.561163	39.476239
MO	Triplett city	-93.19386	39.498355
MO	Troy city	-90.97121	38.974208
MO	Truesdale city	-91.122747	38.812981
MO	Truxton village	-91.238047	39.00413
MO	Turney village	-94.321028	39.637603
MO	Tuscumbia town	-92.46004	38.237061
MO	Twin Oaks village	-90.500981	38.565719
MO	Umber View Heights village	-93.803555	37.623402
MO	Union city	-90.993145	38.439834
MO	Union Star town	-94.598246	39.979417
MO	Unionville city	-93.004416	40.475708
MO	Unity Village village	-94.398899	38.952354
MO	University City city	-90.331498	38.665659
MO	Uplands Park village	-90.282827	38.692578
MO	Urbana city	-93.167562	37.843454
MO	Urich city	-93.998986	38.460417
MO	Utica village	-93.628639	39.7455
MO	Valley Park city	-90.493031	38.550737
MO	Van Buren town	-91.011286	37.00822
MO	Vandalia city	-91.489341	39.307965
MO	Vandiver village	-91.847601	39.16115
MO	Vanduser village	-89.686519	36.991037
MO	Velda City city	-90.293435	38.694069
MO	Velda Village Hills village	-90.287543	38.692007
MO	Verona town	-93.790442	36.962207
MO	Versailles city	-92.845858	38.433373
MO	Viburnum city	-91.130767	37.715059
MO	Vienna city	-91.950601	38.187826
MO	Village of Four Seasons village	-92.721283	38.197481
MO	Vinita Park city	-90.340019	38.689102
MO	Vinita Terrace village	-90.329676	38.684934
MO	Vista village	-93.664195	37.988826
MO	Waco city	-94.600279	37.246952
MO	Walker city	-94.230924	37.898762
MO	Walnut Grove city	-93.547976	37.411233
MO	Wardell town	-89.815302	36.353808
MO	Wardsville village	-92.179251	38.492659
MO	Warrensburg city	-93.729967	38.762118
MO	Warrenton city	-91.135325	38.818896
MO	Warsaw city	-93.368278	38.248902
MO	Warson Woods city	-90.391164	38.606924
MO	Washburn city	-93.965698	36.588812
MO	Washington city	-91.015491	38.551919
MO	Watson village	-95.62348	40.479906
MO	Waverly city	-93.518133	39.207007
MO	Wayland city	-91.575443	40.396301
MO	Waynesville city	-92.219932	37.820695
MO	Weatherby town	-94.242172	39.909263
MO	Weatherby Lake city	-94.696135	39.234359
MO	Weaubleau city	-93.539457	37.891207
MO	Webb City city	-94.46757	37.141164
MO	Webster Groves city	-90.354389	38.586601
MO	Weldon Spring city	-90.652536	38.70938
MO	Weldon Spring Heights town	-90.685468	38.70489
MO	Wellington city	-93.98626	39.14239
MO	Wellston city	-90.294061	38.675002
MO	Wellsville city	-91.568904	39.073202
MO	Wentworth village	-94.075485	36.993218
MO	Wentzville city	-90.869282	38.815769
MO	West Alton city	-90.203943	38.862927
MO	Westboro city	-95.321106	40.53505
MO	West Line village	-94.586958	38.635748
MO	Weston city	-94.886843	39.400151
MO	Westphalia city	-92.000434	38.441244
MO	West Plains city	-91.867957	36.73743
MO	West Sullivan town	-91.191758	38.191991
MO	Westwood village	-90.433278	38.64333
MO	Wheatland city	-93.402154	37.943451
MO	Wheaton city	-94.056991	36.761613
MO	Wheeling city	-93.386011	39.786065
MO	Whiteside village	-91.016734	39.183555
MO	Whitewater town	-89.797842	37.236766
MO	Wilbur Park village	-90.308508	38.553263
MO	Wildwood city	-90.667758	38.577048
MO	Willard city	-93.416684	37.294362
MO	Williamsville city	-90.547828	36.973654
MO	Willow Springs city	-91.961453	36.986692
MO	Wilson City village	-89.223016	36.923591
MO	Winchester city	-90.526071	38.589677
MO	Windsor city	-93.522945	38.532265
MO	Windsor Place village	-92.694628	38.933053
MO	Winfield city	-90.743783	38.994374
MO	Winona city	-91.326962	37.004151
MO	Winston village	-94.141744	39.869946
MO	Wood Heights city	-94.163048	39.341727
MO	Woodson Terrace city	-90.360075	38.728691
MO	Wooldridge village	-92.52139	38.906581
MO	Worth village	-94.446506	40.404522
MO	Worthington village	-92.689253	40.409026
MO	Wright City city	-91.039954	38.834498
MO	Wyaconda city	-91.926115	40.392186
MO	Wyatt city	-89.169548	36.960331
MO	Zalma village	-90.079278	37.143267
MT	Alberton town	-114.485275	47.004436
MT	Anaconda-Deer Lodge County	-113.139108	46.099059
MT	Bainville town	-104.219844	48.139291
MT	Baker city	-104.273397	46.364871
MT	Bearcreek town	-109.157683	45.160601
MT	Belgrade city	-111.176082	45.783202
MT	Belt town	-110.92781	47.387406
MT	Big Sandy town	-110.113699	48.178733
MT	Big Timber city	-109.948086	45.834528
MT	Billings city	-108.549891	45.789518
MT	Boulder city	-112.120529	46.235685
MT	Bozeman city	-111.053784	45.683155
MT	Bridger town	-108.916692	45.294587
MT	Broadus town	-105.408155	45.443039
MT	Broadview town	-108.878866	46.098789
MT	Brockton town	-104.914094	48.150065
MT	Browning town	-113.015125	48.556305
MT	Butte-Silver Bow (balance)	-112.660222	45.895959
MT	Cascade town	-111.703374	47.270847
MT	Chester town	-110.966512	48.511276
MT	Chinook city	-109.23151	48.590157
MT	Choteau city	-112.176245	47.815834
MT	Circle town	-105.586969	47.417624
MT	Clyde Park town	-110.605475	45.884088
MT	Colstrip city	-106.627652	45.896038
MT	Columbia Falls city	-114.191581	48.369722
MT	Columbus town	-109.248344	45.635694
MT	Conrad city	-111.946838	48.173651
MT	Culbertson town	-104.515262	48.147265
MT	Cut Bank city	-112.330882	48.634528
MT	Darby town	-114.179588	46.023253
MT	Deer Lodge city	-112.732934	46.397618
MT	Denton town	-109.948919	47.321727
MT	Dillon city	-112.634273	45.217121
MT	Dodson town	-108.246969	48.395647
MT	Drummond town	-113.146996	46.666186
MT	Dutton town	-111.714249	47.847534
MT	East Helena city	-111.919672	46.584937
MT	Ekalaka town	-104.551287	45.889215
MT	Ennis town	-111.731169	45.346123
MT	Eureka town	-115.047533	48.87633
MT	Fairfield town	-111.981559	47.615318
MT	Fairview town	-104.050683	47.85108
MT	Flaxville town	-105.174456	48.803889
MT	Forsyth city	-106.678284	46.265988
MT	Fort Benton city	-110.65594	47.828614
MT	Fort Peck town	-106.455273	48.007093
MT	Froid town	-104.492024	48.335214
MT	Fromberg town	-108.906475	45.391756
MT	Geraldine town	-110.26675	47.603046
MT	Glasgow city	-106.632228	48.198808
MT	Glendive city	-104.710855	47.106474
MT	Grass Range town	-108.803148	47.026239
MT	Great Falls city	-111.299975	47.501439
MT	Hamilton city	-114.160123	46.252631
MT	Hardin city	-107.608015	45.742235
MT	Harlem city	-108.784749	48.531921
MT	Harlowton city	-109.834544	46.436825
MT	Havre city	-109.672685	48.544679
MT	Helena city	-112.018746	46.595465
MT	Hingham town	-110.421314	48.555435
MT	Hobson city	-109.874131	46.999836
MT	Hot Springs town	-114.670408	47.609178
MT	Hysham town	-107.230642	46.291007
MT	Ismay town	-104.793127	46.500055
MT	Joliet town	-108.972087	45.484457
MT	Jordan town	-106.910051	47.321105
MT	Judith Gap city	-109.753996	46.67876
MT	Kalispell city	-114.323523	48.213846
MT	Kevin town	-111.965771	48.745649
MT	Laurel city	-108.770434	45.673868
MT	Lavina town	-108.938776	46.295739
MT	Lewistown city	-109.453867	47.051639
MT	Libby city	-115.556678	48.386437
MT	Lima town	-112.592033	44.638653
MT	Livingston city	-110.551557	45.666492
MT	Lodge Grass town	-107.36731	45.314163
MT	Malta city	-107.871051	48.355421
MT	Manhattan town	-111.325933	45.855355
MT	Medicine Lake town	-104.501686	48.50226
MT	Melstone town	-107.868458	46.598703
MT	Miles City city	-105.838944	46.405823
MT	Missoula city	-114.010346	46.869322
MT	Moore town	-109.695258	46.975105
MT	Nashua town	-106.357559	48.133783
MT	Neihart town	-110.736052	46.935209
MT	Opheim town	-106.408227	48.857123
MT	Outlook town	-104.785078	48.88874
MT	Philipsburg town	-113.295778	46.332375
MT	Pinesdale town	-114.222998	46.334211
MT	Plains town	-114.884608	47.460475
MT	Plentywood city	-104.556482	48.774972
MT	Plevna town	-104.518596	46.418386
MT	Polson city	-114.143929	47.689478
MT	Poplar city	-105.196715	48.11049
MT	Red Lodge city	-109.249777	45.193752
MT	Rexford town	-115.17153	48.899915
MT	Richey town	-105.069669	47.644172
MT	Ronan city	-114.100919	47.528475
MT	Roundup city	-108.539687	46.448335
MT	Ryegate town	-109.253343	46.298573
MT	Saco town	-107.340908	48.456865
MT	St. Ignatius town	-114.095399	47.318259
MT	Scobey city	-105.4208	48.790595
MT	Shelby city	-111.857888	48.498119
MT	Sheridan town	-112.194634	45.45883
MT	Sidney city	-104.168634	47.713363
MT	Stanford town	-110.218526	47.151848
MT	Stevensville town	-114.088663	46.507087
MT	Sunburst town	-111.901248	48.874305
MT	Superior town	-114.894754	47.193548
MT	Terry town	-105.312526	46.792055
MT	Thompson Falls city	-115.34004	47.59923
MT	Three Forks city	-111.552748	45.889568
MT	Townsend city	-111.519736	46.318798
MT	Troy city	-115.890854	48.460204
MT	Twin Bridges town	-112.33373	45.542748
MT	Valier town	-112.252424	48.305196
MT	Virginia City town	-111.935782	45.296427
MT	Walkerville town	-112.539865	46.036647
MT	Westby town	-104.057317	48.870423
MT	West Yellowstone town	-111.105908	44.663281
MT	Whitefish city	-114.360542	48.445012
MT	Whitehall town	-112.097409	45.871085
MT	White Sulphur Springs city	-110.903749	46.545255
MT	Wibaux town	-104.190019	46.986646
MT	Winifred town	-109.376832	47.562155
MT	Winnett town	-108.346232	47.004747
MT	Wolf Point city	-105.641398	48.093051
NE	Abie village	-96.949514	41.334016
NE	Adams village	-96.507363	40.459011
NE	Ainsworth city	-99.857563	42.548434
NE	Albion city	-97.99832	41.687678
NE	Alda village	-98.469529	40.86966
NE	Alexandria village	-97.387837	40.247547
NE	Allen village	-96.843209	42.414434
NE	Alliance city	-102.875415	42.100572
NE	Alma city	-99.365722	40.101196
NE	Alvo village	-96.386524	40.872264
NE	Amherst village	-99.26951	40.838373
NE	Anoka village	-98.828529	42.946
NE	Anselmo village	-99.864577	41.618581
NE	Ansley village	-99.382546	41.287901
NE	Arapahoe city	-99.898015	40.304827
NE	Arcadia village	-99.126062	41.424823
NE	Arlington village	-96.356527	41.454855
NE	Arnold village	-100.193561	41.423244
NE	Arthur village	-101.692263	41.571866
NE	Ashland city	-96.370141	41.040345
NE	Ashton village	-98.795147	41.247748
NE	Atkinson city	-98.974667	42.530861
NE	Atlanta village	-99.473223	40.368409
NE	Auburn city	-95.843598	40.389389
NE	Aurora city	-98.006967	40.863867
NE	Avoca village	-96.119161	40.796505
NE	Axtell village	-99.128803	40.479866
NE	Ayr village	-98.440807	40.43829
NE	Bancroft village	-96.573265	42.010522
NE	Barada village	-95.577801	40.21846
NE	Barneston village	-96.573598	40.048697
NE	Bartlett village	-98.552565	41.883933
NE	Bartley village	-100.309722	40.252404
NE	Bassett city	-99.536625	42.582541
NE	Battle Creek city	-97.599465	41.998119
NE	Bayard city	-103.323015	41.757193
NE	Bazile Mills village	-97.908329	42.512436
NE	Beatrice city	-96.747301	40.273594
NE	Beaver City city	-99.827615	40.138332
NE	Beaver Crossing village	-97.282465	40.777916
NE	Bee village	-97.058268	41.00641
NE	Beemer village	-96.809339	41.930081
NE	Belden village	-97.207407	42.41172
NE	Belgrade village	-98.067731	41.470841
NE	Bellevue city	-95.932838	41.154293
NE	Bellwood village	-97.23995	41.342044
NE	Belvidere village	-97.557706	40.254635
NE	Benedict village	-97.607308	41.006246
NE	Benkelman city	-101.535397	40.051731
NE	Bennet village	-96.504032	40.681786
NE	Bennington city	-96.161407	41.367617
NE	Bertrand village	-99.632385	40.526299
NE	Berwyn village	-99.500611	41.350852
NE	Big Springs village	-102.074466	41.060902
NE	Bladen village	-98.59588	40.323445
NE	Blair city	-96.135287	41.541555
NE	Bloomfield city	-97.648138	42.598412
NE	Bloomington village	-99.038389	40.093791
NE	Blue Hill city	-98.448353	40.332989
NE	Blue Springs city	-96.662835	40.137192
NE	Boys Town village	-96.133503	41.257232
NE	Bradshaw village	-97.747048	40.883491
NE	Brady village	-100.367563	41.02229
NE	Brainard village	-97.002217	41.181602
NE	Brewster village	-99.864985	41.938271
NE	Bridgeport city	-103.09646	41.663721
NE	Bristow village	-98.583307	42.840777
NE	Broadwater village	-102.852399	41.597944
NE	Brock village	-95.960053	40.480475
NE	Broken Bow city	-99.63987	41.40541
NE	Brownville village	-95.661086	40.397617
NE	Brule village	-101.888506	41.094699
NE	Bruning village	-97.564738	40.335748
NE	Bruno village	-96.960907	41.283106
NE	Brunswick village	-97.971756	42.337705
NE	Burchard village	-96.34882	40.149381
NE	Burr village	-96.299775	40.535947
NE	Burton village	-99.591852	42.911927
NE	Burwell city	-99.134159	41.779981
NE	Bushnell village	-103.891125	41.232729
NE	Butte village	-98.847904	42.912454
NE	Byron village	-97.768587	40.004857
NE	Cairo village	-98.602304	41.005454
NE	Callaway village	-99.920312	41.291446
NE	Cambridge city	-100.165372	40.284277
NE	Campbell village	-98.731522	40.296339
NE	Carleton village	-97.681584	40.303323
NE	Carroll village	-97.190902	42.275777
NE	Cedar Bluffs village	-96.609756	41.397119
NE	Cedar Creek village	-96.101748	41.045564
NE	Cedar Rapids village	-98.149301	41.558908
NE	Center village	-97.876223	42.608971
NE	Central City city	-98.000202	41.113317
NE	Ceresco village	-96.645739	41.057704
NE	Chadron city	-103.002476	42.826027
NE	Chambers village	-98.748606	42.204734
NE	Chapman village	-98.159385	41.023278
NE	Chappell city	-102.469938	41.0913
NE	Chester village	-97.618092	40.010215
NE	Clarks village	-97.839488	41.21627
NE	Clarkson city	-97.12152	41.723424
NE	Clatonia village	-96.851208	40.465369
NE	Clay Center city	-98.054947	40.525522
NE	Clearwater village	-98.189727	42.170698
NE	Clinton village	-102.347883	42.75972
NE	Cody village	-101.248921	42.937747
NE	Coleridge village	-97.202825	42.506458
NE	Colon village	-96.606829	41.298113
NE	Columbus city	-97.354867	41.435675
NE	Comstock village	-99.243008	41.557198
NE	Concord village	-96.989293	42.384172
NE	Cook village	-96.161637	40.510575
NE	Cordova village	-97.351602	40.716373
NE	Cornlea village	-97.566904	41.680049
NE	Cortland village	-96.706111	40.505935
NE	Cotesfield village	-98.633605	41.357571
NE	Cowles village	-98.449019	40.1714
NE	Cozad city	-99.986376	40.861294
NE	Crab Orchard village	-96.422437	40.334652
NE	Craig village	-96.362433	41.785262
NE	Crawford city	-103.415997	42.684562
NE	Creighton city	-97.907163	42.464861
NE	Creston village	-97.362655	41.707979
NE	Crete city	-96.957289	40.625692
NE	Crofton city	-97.498615	42.731615
NE	Crookston village	-100.753436	42.926311
NE	Culbertson village	-100.83964	40.2242
NE	Curtis city	-100.511262	40.633562
NE	Cushing village	-98.369257	41.294827
NE	Dakota City city	-96.417959	42.41667
NE	Dalton village	-102.970777	41.408231
NE	Danbury village	-100.405109	40.037706
NE	Dannebrog village	-98.545735	41.118606
NE	Davenport village	-97.811514	40.312312
NE	Davey village	-96.669193	40.983759
NE	David City city	-97.129298	41.259871
NE	Dawson village	-95.830079	40.130886
NE	Daykin village	-97.298328	40.32172
NE	Decatur village	-96.250523	42.006943
NE	Denton village	-96.845973	40.739249
NE	Deshler city	-97.723422	40.139627
NE	Deweese village	-98.13916	40.354731
NE	De Witt village	-96.922209	40.395311
NE	Diller village	-96.93783	40.108765
NE	Dix village	-103.486672	41.23428
NE	Dixon village	-96.994833	42.415408
NE	Dodge village	-96.880385	41.721815
NE	Doniphan village	-98.370833	40.774202
